"number","title","pageid","namespace","length","touched","Wikidata"
"2246","Nokia_6310_(2021)","1650153","","2041","20210804062050","Q107861392"
"2247","Nokia_C30","1650497","","2641","20231001154317","Q107980862"
"2248","Bergön-Ramsön_luonnonsuojelualue","1651486","","2752","20220728134247","Q131921609"
"2249","Jorma_Pietilä","1652266","","2030","20230330105437","Q105705553"
"2250","Hermann_Kolster","1652981","","2500","20230904180611","Q108229545"
"2251","Gunnar_Emil_Bonsdorff","1653014","","2410","20230904180626","Q108229634"
"2252","Runkolinja_20","1654455","","5848","20250126184728","Q111736350"
"2253","Otaniemen_tutkimusreaktori","1658301","","14258","20240618185719","Q65083710"
"2254","Verkosto_(jumalanpalvelusyhteisö)","1659288","","2711","20241005191311","Q108711565"
"2255","Tapio_Yli-Viikari","1659446","","3446","20241113110147","Q97961819"
"2256","Aimo_Oikari","1662154","","7384","20250312161130","Q108911341"
"2257","Nokia_G50","1662883","","3295","20230720195651","Q108999682"
"2258","Nokia_1.4","1666436","","3258","20211114101607","Q109568361"
"2259","Kyösti_Viljakainen","1666466","","2552","20230307162616","Q109658269"
"2260","Runkolinja_30","1666608","","6334","20250126184858","Q111737945"
"2261","Runkolinja_40","1666669","","5673","20250126184936","Q111738165"
"2262","Matti_Kummu","1667240","","4513","20250227143414","Q42757856"
"2263","Kaisa_Olkkonen","1668596","","3529","20220716034122","Q109772871"
"2264","Sakari_Salminen_(teollisuusneuvos)","1671525","","2505","20230508110201","Q110177726"
"2265","Mankin_raamatullinen_seurakunta","1673011","","1541","20241005191717","Q110311297"
"2266","Pääkaupunkiseudun_Kaupunkiliikenne","1675716","","3528","20250126213424","Q111354305"
"2267","Leppävaaran_radioasema","1675979","","2065","20221211162540","Q116927114"
"2268","Museo_Leikki","1676437","","4200","20240505165815","Q112947174"
"2269","Henna_Partanen","1680853","","2134","20240602175730","Q28778274"
"2270","Nokia_G11","1682734","","2843","20220521070503","Q110977527"
"2271","Nokia_G21","1682834","","2844","20220521070526","Q110982819"
"2272","Timothy_Persons","1682868","","3413","20230510114932","Q107187607"
"2273","Bånbergetin_aarnialue","1682996","","1573","20241203142711","Q128510733"
"2274","Espoo_Rugby_Club","1684252","","1743","20240314144911","Q16975055"
"2275","Mankby","1685193","","1826","20220309163430","Q31029227"
"2276","Salmen_ulkoilualue","1686098","","2547","20220316071820",""
"2277","Lippulaivan_kirjasto","1688957","","3746","20240619081739","Q112042409"
"2278","Runkolinja_530","1691234","","3341","20250126185116","Q125631829"
"2279","Matti_Lehmus","1691237","","2811","20240825060155","Q111653355"
"2280","Runkolinja_520","1691384","","2597","20250126185041","Q125677626"
"2281","Suomen_kello-_ja_korumuseo_Kruunu","1691586","","1396","20230322222544","Q116767973"
"2282","Monikon_koulu","1692599","","2109","20230322180734","Q115642110"
"2283","Espoon_työväentalo_Rannikko","1693304","","5313","20240204204727","Q111973459"
"2284","Thomas_Zilliacus","1693611","","6924","20241229164351","Q21934235"
"2285","Runkolinja_600","1698679","","3898","20250126185010","Q125620356"
"2286","Muuralan_sairaala","1705340","","62","20220729182417",""
"2287","Nokia_5710_XpressAudio","1706278","","2503","20220805171110","Q113454196"
"2288","Nokia_8210_4G","1706452","","2593","20220807042457","Q113461300"
"2289","Nokia_2660_Flip","1706528","","2439","20220807150435","Q113463471"
"2290","Lauri_Malmi","1706581","","3232","20241003210155","Q102395590"
"2291","Espoon_seurakunta","1707369","","3494","20231005172212","Q116735444"
"2292","Espoo-Kilon_Saron-seurakunta","1710100","","1633","20220820184352","Q116743923"
"2293","Kristiina_Kruus","1710986","","1916","20231009024231","Q91075214"
"2294","Nokia_X30","1713276","","3849","20230720170039","Q113882716"
"2295","Nokia_G60","1713608","","3501","20240308192611","Q113951013"
"2296","Nokia_C31","1715062","","2910","20220922032048","Q114085048"
"2297","Ringeten_maailmanmestaruuskilpailut_2000","1718514","","3065","20241113040710","Q114677628"
"2298","Mika_Järvinen_(professori)","1718843","","2605","20241008173607","Q117087243"
"2299","Etelä-Espoon_työväentalo","1724665","","3568","20221125144734","Q115483481"
"2300","Kauklahden_työväentalo","1724945","","4216","20230304140704","Q115483483"
"2301","Leppävaaran_työväentalo","1725294","","6748","20241004051440","Q115515324"
"2302","Nuuksion_työväentalo","1725666","","2558","20221201152910","Q115567949"
"2303","Espoo_Big_Band","1727125","","1787","20221211050033","Q115666149"
"2304","Ingmar_Björkman","1728231","","1886","20240323203922","Q112442068"
"2305","Peräkylän_Ponnistus","1728376","","1300","20240321074214","Q124378690"
"2306","Eero_Pitkänen_(professori)","1729289","","4773","20221224182907","Q115937368"
"2307","Yleisurheilun_alle_23-vuotiaiden_Euroopan-mestaruuskilpailut_2023","1731041","","11841","20240315075406","Q115821263"
"2308","Modularbox","1733978","","3291","20231027130652","Q116457084"
"2309","Puunjalostajakilta","1740127","","11220","20250129122737","Q124341755"
"2310","Suomen_ralli_2023","1740504","","27029","20240929180525","Q116976616"
"2311","Jyväskylän_suurajot_1986","1741393","","8692","20240228121458","Q6361480"
"2312","Jyväskylän_suurajot_1985","1741397","","7514","20231227144830","Q6361471"
"2313","Jyväskylän_suurajot_1984","1742514","","7056","20231227144753","Q6361470"
"2314","Jyväskylän_suurajot_1983","1742527","","8056","20240829202503","Q2273096"
"2315","Jyväskylän_suurajot_1982","1742846","","8658","20240612205149","Q2033874"
"2316","Jyväskylän_suurajot_1981","1743208","","8244","20231227144501","Q2665953"
"2317","Jyväskylän_suurajot_1980","1743212","","7101","20240108141109","Q2216545"
"2318","Seppo_Jaakkola","1743985","","4236","20241112163847","Q3478861"
"2319","Jyväskylän_suurajot_1979","1744030","","7898","20231227144423","Q6361460"
"2320","Ren-Gas","1744613","","2971","20240209085517","Q124398486"
"2321","Yhdystie_1324","1746115","","1263","20230408201503","Q117477036"
"2322","Helena_Marttila","1746536","","3429","20240612133951","Q117599032"
"2323","Nokia_C22","1747497","","2795","20230418112447","Q117774767"
"2324","Nokia_C32","1747598","","2794","20230520170845","Q117791729"
"2325","Nokia_G22","1747756","","3784","20240319105907","Q117802805"
"2326","Nokia_XR21","1750624","","4752","20240815113510","Q118180525"
"2327","Espoon_siltaonnettomuus","1751512","","9803","20241127133804","Q118288599"
"2328","Kulkijat","1752090","","794","20230516153734","Q131994200"
"2329","Jääkiekon_alle_18-vuotiaiden_maailmanmestaruuskilpailut_2024","1753541","","25421","20241106200823","Q118739846"
"2330","Leppävaaran_Lähetyskappeli","1754082","","2275","20241005191702","Q118900347"
"2331","Teatteri_Limusiini","1754585","","1032","20241113150549","Q124341500"
"2332","Alan_Wake_2","1755595","","11733","20241228140442","Q108417001"
"2333","Scanoffice","1755742","","2094","20241207141337","Q124398488"
"2334","Matinkylän_uimahalli","1756976","","703","20240905125159","Q113956839"
"2335","Olarin_uimahalli","1758725","","1524","20240314144519","Q124337749"
"2336","Kirkkosillanpuisto","1759239","","2545","20240215165542","Q120691716"
"2337","Leimuniitty","1759242","","3120","20230717073144","Q115751940"
"2338","Køgenpuisto","1759244","","2647","20240217181138","Q120692061"
"2339","Pattistenpellon_puisto","1760031","","2967","20230723165154","Q120833808"
"2340","Toppelundin_puisto","1760035","","1741","20230723180057","Q120835526"
"2341","Matinniitty","1760127","","2670","20230724092011","Q120855893"
"2342","Kalevan_kisat_2025","1760169","","1330","20250216101741","Q121176100"
"2343","Mantaqa","1760529","","1802","20240501164452",""
"2344","Tapionpuisto","1760589","","3203","20230727175339","Q120968425"
"2345","L-City","1760650","","1754","20241228051131",""
"2346","Silkkiniitty","1760747","","3491","20230729105833","Q121004734"
"2347","Matinkylän_lukio","1761871","","6240","20240920064802","Q124337828"
"2348","Alvar_Aallon_puisto","1763242","","3004","20230811181012","Q121362242"
"2349","Vivstavarv","1763771","","1921","20240317175338","Q10716493"
"2350","Suomen_ralli_1978","1764128","","7382","20231224155255","Q1819692"
"2351","Suomen_ralli_1977","1764372","","8201","20231224162029","Q2521132"
"2352","Solvallan_urheiluopisto","1765586","","2724","20240314144558","Q127421236"
"2353","Martti_Levónin_puisto","1765604","","3134","20230827170333","Q121889247"
"2354","Hagalundin_puisto","1765613","","3268","20231222180521","Q121889628"
"2355","Tonttumaa","1765619","","2312","20230827200251","Q121890041"
"2356","Lindholmin_saha","1766102","","4544","20230831060355","Q126372644"
"2357","Storhemtin_puisto","1766171","","2958","20230831161409","Q122150390"
"2358","Tapionraitti","1767284","","6758","20250330130141","Q124398429"
"2359","Ison_Omenan_kuolemantapaus","1768567","","2781","20240730062255",""
"2360","Syvänsalmenpuisto","1769664","","2364","20230927191941","Q122830282"
"2361","Nokia_3520","1770082","","1192","20231113093114","Q12249273"
"2362","Matinkappeli","1770614","","1991","20231002174448",""
"2363","Ruomelanpuisto","1770617","","1925","20231002180123","Q122915284"
"2364","Keilaniemi_Tower","1771263","","3384","20250318074918","Q133266232"
"2365","Nokia_G42","1772103","","3042","20231013035708","Q123026008"
"2366","Simo_Järvisen_aukio","1772183","","2071","20231026173758","Q124352631"
"2367","Nokia_106","1772625","","6337","20250418014454","Q17380677"
"2368","Espoonlahden_helluntaiseurakunta","1772878","","2111","20241005191637","Q124081080"
"2369","Keski-Espoon_Lähiseurakunta","1772879","","1965","20241005191651","Q126951799"
"2370","Kulttuuriaukio","1774368","","2686","20240405081501","Q124352632"
"2371","Jousenpuistonaukio","1774371","","2473","20231026173616","Q124352633"
"2372","Olarin_talvipuutarha","1774374","","2451","20231026174529",""
"2373","Espoon_rauhanyhdistys","1774630","","3208","20241005192226","Q123224356"
"2374","Vesa_Tengman","1774925","","2177","20231031054301","Q124376455"
"2375","Niittykummunpuisto","1776406","","2469","20231110173827","Q123396317"
"2376","Pjelaxin_tuulivoimapuisto","1777236","","20557","20241115022728","Q123484622"
"2377","Ernst_Enkvist","1778183","","1817","20231218061556","Q123556006"
"2378","Tiistilän_koulu","1779104","","1196","20231202155045","Q57346601"
"2379","Espoon_steinerkoulu","1779105","","1008","20240123222548","Q124378618"
"2380","Axel_Werner_Gardberg","1779226","","2188","20250110062126","Q123651789"
"2381","Suomen_ralli_2022","1779256","","13175","20231208213426","Q113269436"
"2382","Suomen_ralli_2018","1779283","","9507","20240219141714","Q55262564"
"2383","Suomen_ralli_2017","1779859","","7844","20231212171827","Q34527724"
"2384","Suomen_ralli_2016","1780103","","7451","20240216180347","Q26209679"
"2385","Suomen_ralli_2015","1780109","","6343","20231213172931","Q20679591"
"2386","Suomen_ralli_2021","1780111","","7686","20231226182054","Q108576493"
"2387","Neste_1000_Lakes_Rally_1995","1780139","","4612","20231210091520","Q6361501"
"2388","Mervi_Katainen","1780242","","8021","20250410050551","Q17278091"
"2389","Keilaniemenpuisto","1782006","","2914","20241005223920","Q123975203"
"2390","Eino_Johannes_Helle","1782957","","4236","20240827182905","Q124378548"
"2391","Perkkaan_koulu","1785839","","709","20240121211033","Q124337823"
"2392","Osuusliike_Voiman_Nokian_tavaratalo","1787136","","4756","20240324201336",""
"2393","Jyväskylän_suurajot_1973","1788979","","8133","20240210112946","Q2789356"
"2394","Jyväskylän_suurajot_1974","1789037","","7582","20240210124253","Q2645291"
"2395","Jyväskylän_suurajot_1975","1789069","","7783","20240210220624","Q2007493"
"2396","Jyväskylän_suurajot_1976","1789142","","9211","20240212124534","Q1963874"
"2397","Kalaxin_tuulivoimapuisto","1789679","","12152","20241231122040","Q124528018"
"2398","Suomen_ralli_2024","1794787","","12920","20240805181346","Q124936355"
"2399","Hepokorvenkallion_datakeskus","1795165","","3916","20240905160759",""
"2400","Helena_Sederholm","1797911","","4582","20250228162842","Q125364941"
"2401","Tiina_Pusa","1797920","","4144","20250426154837","Q125365277"
"2402","Annakaisa_Kultima","1798258","","4553","20250227143345","Q125395502"
"2403","Riikka_Haapalainen","1798751","","2880","20250304114926","Q125450836"
"2404","Laura_Beloff","1799911","","4752","20250407225205","Q80311642"
"2405","Monika_Österberg","1801196","","4390","20241211003243","Q60976943"
"2406","Louhentori","1802797","","7391","20240514070650",""
"2407","Marketta_Horn","1805621","","2392","20250227054135","Q126325546"
"2408","Nokian_Metallirakenne","1806179","","3178","20240627223044","Q126372656"
"2409","Espoo_Ringside_Golf","1808743","","2091","20241211174646","Q132802057"
"2410","Anne_Lakanen","1809011","","5158","20240715101517","Q111445093"
"2411","Yleisurheilun_sisäratojen_Suomen-mestaruuskilpailut_1969","1809933","","5598","20240703121945","Q127328524"
"2412","Veli_Kauppinen_(tutkimusprofessori)","1810417","","3236","20240715101734","Q64010199"
"2413","Petri_Kuoppamäki","1810773","","1722","20240709164447","Q127386026"
"2414","Haltijatontunpuisto","1811648","","2368","20240716144657","Q127506354"
"2415","Tapio_Ala-Nissilä","1812470","","1580","20240919122030","Q51097126"
"2416","Espoon_vapaaseurakunta","1812627","","5545","20241005191506","Q127784366"
"2417","Uskonto_Espoossa","1812885","","14732","20250210123729","Q127937707"
"2418","Tynnyripuisto","1813436","","2319","20240730162913",""
"2419","Auroran_kappeli","1814957","","3059","20240809150933","Q128795725"
"2420","Bredis","1815032","","2957","20240810094754","Q128799628"
"2421","Nokia_5310_(2024)","1815497","","2171","20240812055237","Q128891929"
"2422","Nokia_6310_(2024)","1815629","","2128","20240813052442","Q128976921"
"2423","Nokia_215_4G","1815779","","4475","20240814060459","Q129058918"
"2424","Nokia_3210_(2024)","1815888","","2049","20240815052601","Q129145892"
"2425","Espoo-päivä","1818046","","2480","20240831184134","Q130211229"
"2426","Aalto-yliopiston_Sähköinsinöörikilta","1818333","","3941","20250423213552",""
"2427","Viestijuoksun_Suomen-mestaruuskilpailut_2024","1819803","","5889","20250311194955","Q132129682"
"2428","AYY:n_omaisuuskiista","1821841","","8066","20250317205036",""
"2429","Mikko_Möttönen","1824610","","14692","20250227235245","Q59429499"
"2430","Mika_A._Sillanpää","1824783","","8407","20250228164404","Q110144173"
"2431","Matinkylän_paloasema","1826299","","1929","20241104184353",""
"2432","Pekka_Kirjakka","1829625","","2075","20241204013010","Q63986107"
"2433","Kivenlahden_hybridiareena","1830158","","3724","20241203024348","Q131390109"
"2434","Harri_Lähdesmäki","1830474","","2410","20250412190540","Q34581338"
"2435","Matinkylän_ammattioppilaitos","1833377","","12143","20250117004931","Q131597699"
"2436","Aalto-yliopiston_matematiikan_ja_systeemianalyysin_laitos","1833756","","3547","20250110085150",""
"2437","Aalto-yliopiston_elokuvataiteen_laitos","1834130","","1334","20250110085127",""
"2438","Espoon_tekniikan_alan_oppilaitos_(Amtek)","1836036","","4003","20250117232124","Q131921358"
"2439","Ilkka_Niemelä","1836190","","3224","20250119140839","Q112410420"
"2440","Ralf_Lindberg","1841329","","2612","20250222055728","Q132661538"
"2441","Harry_Mildh","1841661","","3757","20250224154802","Q132801964"
"2442","Nokia_1620","1841687","","1876","20250224182618","Q12249225"
"2443","Nokia_C1","1841688","","1263","20250226102338","Q81198403"
"2444","Kari_Lilja","1842397","","2292","20250303044949","Q112468185"
"2445","Raimo_Lovio","1844075","","1937","20250318061951","Q133283635"
"2446","FBC:_Firebreak","1844962","","1204","20250321152212","Q107398147"
"2447","Elias_Erämaja","1845214","","7180","20250327054517","Q28783693"
"2448","Pekka_Orponen","1845504","","2597","20250326102802","Q44634206"
"2449","Olli_Ravaska","1845609","","1822","20250327103309","Q133539917"
"2450","Tapani_Rechardt","1845882","","2187","20250329072505","Q133576313"
"2451","Ahti_Reijonen","1846000","","2186","20250329054926","Q133728384"
"2452","Matti_Rudanko","1847850","","2088","20250410043150","Q133848117"
"2453","Sampo_Ruuth","1848449","","1876","20250415124623","Q102316273"
"2454","Kiekko-Espoo_(naiset)","1849474","","4834","20250419131922","Q56293527"
"2455","Jorma_Hölsä","1850580","","1732","20250427063507","Q93024917"
